"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"22263494 4 T3_T9","22263494",4,511,931,"RESULTS: The results of simple logistic regression analysis suggested that the effects of 7 factors to Trichuris trichiura infection were significant (all P values were less than 0.05), namely drinking water resources, toilet type, fertilization type of farmland, fertilization type of vegetable field, washing hands after defecation, eating raw vegetables, melons and fruits and taking anthelminthic before examination. ","statistical_association","fertilization type",743,760,"Trichuris trichiura infection",614,642,"dev-set","RESULTS:",58,"OBJECTIVE: To understand the main risk factors of Trichuris trichiura infection in plots carrying out the integrated control of parasitic diseases.  METHODS: The simple and multiple unconditional logistic regression were applied to analyze related data from the database of baseline survey in demonstration plots carrying out the integrated control of parasitic diseases.  RESULTS: The results of simple logistic regression analysis suggested that the effects of 7 factors to Trichuris trichiura infection were significant (all P values were less than 0.05), namely drinking water resources, toilet type, fertilization type of farmland, fertilization type of vegetable field, washing hands after defecation, eating raw vegetables, melons and fruits and taking anthelminthic before examination.  Among the factors above, eating raw vegetables, melons and fruits was of high risk (OR = 2.302), washing hands after defecation and taking anthelminthic before examination were two protection factors (with OR of 0.904 and 0.664, respectively).  Compared to feces of human and livestock, fertilizing chemical fertilizer and compound fertilizer in farmland and vegetable field showed more obvious protection effect (with OR of 0.864 and 0.854, respectively). ","OBJECTIVE: To understand the main risk factors of Trichuris trichiura infection in plots carrying out the integrated control of parasitic diseases.  METHODS: The simple and multiple unconditional logistic regression were applied to analyze related data from the database of baseline survey in demonstration plots carrying out the integrated control of parasitic diseases.  RESULTS: The results of simple logistic regression analysis suggested that the effects of 7 factors t[OUTCOME]on were significant (all P values were less than 0.05), namely drinking water resources, toilet type[FACTOR]pe of farmland, fertilization type of vegetable field, washing hands after defecation, eating raw vegetables, melons and fruits and taking anthelminthic before examination.  Among the factors above, eating raw vegetables, melons and fruits was of high risk (OR = 2.302), washing hands after defecation and taking anthelminthic before examination were two protection factors (with OR of 0.904 and 0.664, respectively).  Compared to feces of human and livestock, fertilizing chemical fertilizer and compound fertilizer in farmland and vegetable field showed more obvious protection effect (with OR of 0.864 and 0.854, respectively).",176
"22263494 9 T10_T12","22263494",9,1608,1905,"Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection. ","statistical_association","raw vegetables",1672,1685,"Trichuris trichiura infection",1875,1903,"dev-set","RESULTS:",39,"Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection. ","Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eatin[FACTOR]es, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors o[OUTCOME]on.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection.",133
"22263494 9 T11_T12","22263494",9,1608,1905,"Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection. ","statistical_association","fruits",1699,1704,"Trichuris trichiura infection",1875,1903,"dev-set","RESULTS:",39,"Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection. ","Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons an[FACTOR]ts, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors o[OUTCOME]on.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection.",133
"22263494 9 T12_T26","22263494",9,1608,1905,"Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection. ","statistical_association","melons",1688,1693,"Trichuris trichiura infection",1875,1903,"dev-set","RESULTS:",39,"Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection. ","Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables[FACTOR]ns and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors o[OUTCOME]on.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection.",133
"22263494 9 T12_T42","22263494",9,1608,1905,"Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection. ","statistical_association","fertilization type",1707,1724,"Trichuris trichiura infection",1875,1903,"dev-set","RESULTS:",39,"Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection. ","Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits[FACTOR]pe of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors o[OUTCOME]on.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection.",133
"22263494 9 T12_T43","22263494",9,1608,1905,"Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection. ","statistical_association","fertilization type",1739,1756,"Trichuris trichiura infection",1875,1903,"dev-set","RESULTS:",39,"Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland, fertilization type of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors of Trichuris trichiura infection.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection. ","Drinking well water and spring water were two protection factors (with OR of 0.843 and 0.567, respectively).  Simple toilet indoor and biogas pool also showed protection effect (with OR of 0.576 and 0.687, respectively).  Multivariate analysis showed that four factors including eating raw vegetables, melons and fruits, fertilization type of farmland[FACTOR]pe of vegetable field and taking anthelminthic before examination were determined to be the main influencing factors o[OUTCOME]on.  CONCLUSIONS: The main influencing factors of Trichuris trichiura infection in demonstration plots for the integrated control of parasitic diseases include eating raw vegetables, melons and fruits and fertilization type of farmland and vegetable field.  Besides those, taking anthelminthic could reduce Trichuris trichiura infection of the population, meanwhile, sanitary water supply and latrine improvement could also reduce the risk of infection.",133
"22275135 1 T1_T2","22275135",1,1,63,"Does inadequate sleep play a role in vulnerability to obesity? ","no_relation","sleep",17,21,"obesity",55,61,"train-set","title",10,"  Does inadequate sleep play a role in vulnerability to obesity?  The prevalence of obesity is increasing rapidly worldwide, which is cause for concern because obesity increases the risk of cardiovascular disease and diabetes, reduces life expectancy, and impairs quality of life.  A better understanding of the risk factors for obesity is therefore a critical global health concern, and human biologists can play an important role in identifying these risk factors in various populations. ","Does inadequat[FACTOR]ep play a role in vulnerability t[OUTCOME]ty?  The prevalence of obesity is increasing rapidly worldwide, which is cause for concern because obesity increases the risk of cardiovascular disease and diabetes, reduces life expectancy, and impairs quality of life.  A better understanding of the risk factors for obesity is therefore a critical global health concern, and human biologists can play an important role in identifying these risk factors in various populations.",73
"22275135 10 T20_T24","22275135",10,1582,1806,"Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere. ","no_relation","sleep",1641,1645,"obesity",1748,1754,"train-set","",28,"A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.   ","A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation i[FACTOR]ep characteristics among different populations and determine whether the associations between sleep an[OUTCOME]ty observed in Western populations persist elsewhere.",81
"22275135 10 T20_T25","22275135",10,1582,1806,"Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere. ","statistical_association","sleep",1738,1742,"obesity",1748,1754,"train-set","",28,"A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.   ","A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations betwee[FACTOR]ep an[OUTCOME]ty observed in Western populations persist elsewhere.",81
"22275135 4 T29_T7","22275135",4,488,683,"The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease. ","no_relation","sleep",560,564,"cardiometabolic disease",659,681,"train-set","",29,"The prevalence of obesity is increasing rapidly worldwide, which is cause for concern because obesity increases the risk of cardiovascular disease and diabetes, reduces life expectancy, and impairs quality of life.  A better understanding of the risk factors for obesity is therefore a critical global health concern, and human biologists can play an important role in identifying these risk factors in various populations.  The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension. ","The prevalence of obesity is increasing rapidly worldwide, which is cause for concern because obesity increases the risk of cardiovascular disease and diabetes, reduces life expectancy, and impairs quality of life.  A better understanding of the risk factors for obesity is therefore a critical global health concern, and human biologists can play an important role in identifying these risk factors in various populations.  The objective of this review is to present the evidence that inadequat[FACTOR]ep may be a novel risk factor associated with increased vulnerability to obesity and associate[OUTCOME]se.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.",142
"22275135 6 T10_T11","22275135",6,855,1065,"Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension. ","negative_statistical_association","sleep duration",934,947,"obesity",1009,1015,"train-set","",28,"The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. ","The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between shor[FACTOR]on (generally <6 h per night) and increased body mass index o[OUTCOME]ty, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.",121
"22275135 6 T10_T12","22275135",6,855,1065,"Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension. ","negative_statistical_association","sleep duration",934,947,"diabetes",1028,1035,"train-set","",28,"The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. ","The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between shor[FACTOR]on (generally <6 h per night) and increased body mass index or obesity, prevalen[OUTCOME]es, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.",121
"22275135 6 T10_T13","22275135",6,855,1065,"Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension. ","negative_statistical_association","sleep duration",934,947,"hypertension",1052,1063,"train-set","",28,"The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. ","The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease.  Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between shor[FACTOR]on (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalen[OUTCOME]on.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.",121
"22275135 7 T14_T21","22275135",7,1066,1205,"Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease. ","positive_statistical_association","sleep duration",1135,1148,"cardiometabolic disease",1181,1203,"train-set","",20,"Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations. ","Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure.  Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported lon[FACTOR]on (generally >8 h per night) an[OUTCOME]se.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.",123
"22275135 8 T15_T17","22275135",8,1206,1366,"A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. ","negative_statistical_association","sleep",1360,1364,"diabetes",1297,1304,"train-set","",22,"Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere. ","Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, inciden[OUTCOME]es, and incident hypertension associated with inadequat[FACTOR]ep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.",129
"22275135 8 T16_T17","22275135",8,1206,1366,"A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. ","negative_statistical_association","sleep",1360,1364,"hypertension",1320,1331,"train-set","",22,"Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere. ","Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension.  Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and inciden[OUTCOME]on associated with inadequat[FACTOR]ep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.",129
"22275135 9 T18_T19","22275135",9,1367,1581,"Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations. ","negative_statistical_association","sleep",1411,1415,"obesity",1421,1427,"train-set","",31,"Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.  ","Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease.  A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep.  Given the potential link between inadequat[FACTOR]ep an[OUTCOME]ty, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations.  Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.",101
"22341907 1 T1_T2","22341907",1,1,135,"Leg movements during wakefulness in restless legs syndrome: time structure and relationships with periodic leg movements during sleep. ","no_relation","wakefulness",22,32,"restless legs syndrome",37,58,"test-set","title",18,"  Leg movements during wakefulness in restless legs syndrome: time structure and relationships with periodic leg movements during sleep.  BACKGROUND AND OBJECTIVE: Approximately one third of patients with restless legs syndrome (RLS) also show periodic leg movements (PLM) during relaxed wake fulness (PLMW).  In contrast with the large amount of data published on periodic leg movements during sleep (PLMS), PLMW have received less attention from the scientific community. ","Leg movements durin[FACTOR]ss i[OUTCOME]me: time structure and relationships with periodic leg movements during sleep.  BACKGROUND AND OBJECTIVE: Approximately one third of patients with restless legs syndrome (RLS) also show periodic leg movements (PLM) during relaxed wake fulness (PLMW).  In contrast with the large amount of data published on periodic leg movements during sleep (PLMS), PLMW have received less attention from the scientific community.",67
"22341907 13 T18_T19","22341907",13,1626,2066,"CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity of sleep disruption in RLS patients and the differences between their features obtained during wakefulness or sleep might be relevant for the diagnosis of sleep disturbances in RLS. ","causes","sleep disruption",1888,1903,"RLS",1908,1910,"train-set","CONCLUSIONS:",69,"Intermovement intervals during wakefulness showed one peak only at approximately 4s, gradually decreasing with increasing interval in both patients and controls.  The effect of pramipexole was very limited and involved the small periodic portion of LM activity during wakefulness.  CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity of sleep disruption in RLS patients and the differences between their features obtained during wakefulness or sleep might be relevant for the diagnosis of sleep disturbances in RLS.   ","Intermovement intervals during wakefulness showed one peak only at approximately 4s, gradually decreasing with increasing interval in both patients and controls.  The effect of pramipexole was very limited and involved the small periodic portion of LM activity during wakefulness.  CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity o[FACTOR]on i[OUTCOME]LS patients and the differences between their features obtained during wakefulness or sleep might be relevant for the diagnosis of sleep disturbances in RLS.",108
"22341907 13 T20_T23","22341907",13,1626,2066,"CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity of sleep disruption in RLS patients and the differences between their features obtained during wakefulness or sleep might be relevant for the diagnosis of sleep disturbances in RLS. ","no_relation","wakefulness",1980,1990,"RLS",2062,2064,"dev-set","CONCLUSIONS:",69,"Intermovement intervals during wakefulness showed one peak only at approximately 4s, gradually decreasing with increasing interval in both patients and controls.  The effect of pramipexole was very limited and involved the small periodic portion of LM activity during wakefulness.  CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity of sleep disruption in RLS patients and the differences between their features obtained during wakefulness or sleep might be relevant for the diagnosis of sleep disturbances in RLS.   ","Intermovement intervals during wakefulness showed one peak only at approximately 4s, gradually decreasing with increasing interval in both patients and controls.  The effect of pramipexole was very limited and involved the small periodic portion of LM activity during wakefulness.  CONCLUSIONS: PLMW index and PLMS index were correlated; however, the magnitude of this correlation was not sufficient to suggest that PLMW can be good predictors of PLMS. Short-interval LM activity during wakefulness and sleep might be linked to the severity of sleep disruption in RLS patients and the differences between their features obtained durin[FACTOR]ss or sleep might be relevant for the diagnosis of sleep disturbances i[OUTCOME]LS.",108
